,train_texts,train_labels
4052,El hecho de saber que mi cuñada y mi hermano me dijeran que estaba one direction en la fiesta. me hubiera vuelto loca url,1
4053,"@usuario lo dudo, incluye niños gay esa distancia :(",0
4054,@usuario carnalote Muchas felicidades que te la pases chido! Dios te bendiga sabes que te quiero joto abrazo!,0
4055,"Que asco mi vida santa
Que asco corazón santo. 
mi TL está lleno de jotos haciendo ejercicio
POOOG",2
4056,"@usuario Nah. Déjate de eso.

En que mundo de fantasía viven que las familias no solo te aceptan trans antes que tu sino que luego van corriendo a las farmacias a comprarte hormonas para transicionarte.",0
4057,Las personas transgénero más famosas del mundo url &lt; DEL MUNDOOO MUNDIAAAL. UF SO WOW.,0
4058,"Tras décadas de rumores Ana Gabriel habló sobre sus preferencias sexuales aunque sin ser totalmente clara ""asexual, como los ángeles""",0
4059,@usuario ¿hombres trans? buuu --&gt; @usuario @usuario @usuario,0
4060,"@usuario No lo niegues, así te queremos; te vas a ver divina de drag  emoji cara sonriendo con ojos de corazón emoji",0
4061,"Recuerden que en la revista @usuario de noviembre hablo de temas sexuales, homosexuales e históricos.  emoji mono con los ojos tapados emoji 

Que no se entere @usuario porque no le va a gustar.",0
4062,"ES : ¿Números que identifican a la comunidad gay? Historia, estigma y orgullo  - Se inició una cacería contra la url",0
4063,"Hoy es día de la bisexualidad

Esta iniciativa surgió de tres activistas estadounidense: Wendy Curry, Gigi Raven y Michael Page. Ellas fueron quienes participaron de la conferencia anual de la Asociación Internacional de lesbianas, gays, bisexuales, trans e intersex en 1999. url",0
4064,Se equivoca la esposa del gobernador de Durango. Los homosexuales no son quienes tienen una enfermedad sino ella: de ignorancia y prejuicios,0
4065,"@usuario @usuario Para los Mexicanos, en algunos aspectos puede ser una palabra dirigida homosexuales
Pero no siempre, también se usa en otros aspectos",0
4066,@usuario X dises que no eres un puta,1
4067,"¿Sorprendido? Cuantas mujeres en el gob mexicano? 
Tenemos una representación CERO diversa. Casi ni un político abiertamente gay tampoco. url",0
4068,"Radicales transodiantes vandalizaron una librería que por ""los cuirs"".

:(

¿Por qué estos grupos de odio tienen tantas seguidoras? url",0
4069,"@usuario No se usa hace mucho tiempo por que es estigmatizarte (y, conociendo a un buen de personas intersexuales.. es re ofensivo) url",0
4070,@usuario Permitió que en Monterrey se pasara una ley que dice que un médico puede rehusar atender a un paciente si es homosexual Amarlo? Not!!!,0
4071,".. Mezcal tus nalguitas, las justificaciones de Samuel García, básicamente cualquier cosa que digan las feministas radicales trans excluyentes cuando hablan de la gente trans.

En fin.",0
4072,Jalo reu contigo @usuario y con el joto del @usuario,0
4073,"@usuario @usuario Los insultos no son por  informar, son por mal informar, para desprestigiar,  andan pregonando de lo que carecen el que se lleva aguanta y no anda de cobarde ni de chillón cómo marica de ropero viejo No que muy sácale punta hipócrita..",2
4074,"@usuario Yo prefiero ponernos encima tantas etiquetas como podamos. Y así se les resta poder.

Por ejemplo: yo soy bi, pan, lesbiana, lencha, cuir, morra, poli y omni. Todo al tiempo. O a veces.",0
4075,Reconoce Obama la legalización de matrimonios homosexuales en cada vez más estados de EU hashtag sotu hashtag sotu2015 hashtag en vivo por url,0
4076,Exabruptos de la esposa del gobernador de Durango vs homosexuales no son marginales. Nuestra sociedad discrimina y está llena de prejuicios.,0
4077,"hashtag notas de impacto Poncho Herrera, en beso y beso con otro actor en desfile gay 
url",0
4078,"Hoy teatro gratis con @usuario CÓMO PUEDO SER MONTGOMERY CLIFF? En Centro Cultural de España en México Calle República de Guatemala 18, centro CDMX a las 19 hrs. Montgomery Cliff un ídolo de Hollywood closetero. No podía decir: soy homosexual. Y sus secretos. Gratis url",0
4079,"@usuario @usuario @usuario @usuario Yo me considero lesbiana, bisexual y pansexual al tiempo. En mezcla. A veces. Por épocas.

Mi pareja es no binarie y vuelo la bandera pan con la que me identifico. No me hace menos bisexual. No elimina la bisexualidad.

Decirle a alguien que su identidad no existe es violencia.",0
4080,"LPTMDRE, GRITE COMO LOCA! xD",1
4081,Líderes de la Liga  10 puntos arriba de los modistas fc así que a mamarla putos  emoji cara lanzando un beso emoji  url,1
4082,MARICA!  emoji puño en alto emoji  emoji puño cerrado emoji,2
4083,"@usuario y lo de la edad, es una medida ruda pero está mejorando UN CHINGL ya que hay medicina Trans y la sociedad va mejorando",0
4084,@usuario @usuario Creo es el epítome del gusto gay.,0
4085,"No puedo evitar la cara de loca, ya venía en el paquete.",1
4086,"Mujeres jóvenes lesbianas son abusadas sexualmente bajo el argumento de ""quitarle lo lesbiana"" pues piensan q es enfermedad,estas prácticas deben terminar ya @usuario @usuario no hay hashtag nada que corregir en sus manos está terminar con esto. hashtag no estoy enfermx hashtag no mas ecosig url",0
4087,"De nuevo. TODAS las medidas para excluir a las personas trans afectan más a la gente que no es trans.

Crearon una app ""solo para mujeres"" que escanea ""estructura ósea"" para verificar si puedes registrarte mujer.

Adivinen qué está sucediendo? Que chingos de morras no encajan. url",0
4088,Soy bien rarita,1
4089,hashtag norberto rivera cuestiona propuesta de matrimonio homosexual url,0
4090,@usuario Quiero que seas mi mayate,0
4091,"AMO con todo mi corazón que seamos personas mediáticas. Hagámoslo más. solo.. que no se nos olvide que somos una como suerte de LEGIÓN de gente trans.

No estamos para nada solitas. Y eso vale la pena celebrar también.",0
4092,@usuario Los maricones de los 49s,2
4093,"@usuario Lo se, nomas mi espíritu chingativo de viernes se manifiesta, y que hoy no hay foto, es viernes de trans, oh como era  emoji cara pensativa emoji 

 emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji",0
4094,@usuario @usuario Entre más viejo mas pendejo y más maricon Norona.,2
4095,hashtag zs hashtag volcadura en Eje 3 Oriente (Carlota Armero) y Mariquita Sánchez. hashtag serviciosdeemergencia se dirigen al lugar.,1
4096,"emoji corazón negro emoji La belleza comienza con la decisión de ser uno mismo. emoji corazón negro emoji 
-
hashtag photo hashtag foto hashtag photographer hashtag fotografo hashtag photography hashtag photoshoot hashtag shooting hashtag model hashtag male model hashtag modelo hashtag dancer hashtag male dancer hashtag fitness hashtag art hashtag gay hashtag gay boy hashtag like hashtag rt hashtag follow hashtag fitness motivation hashtag cdmx hashtag artistic hashtag bailarin hashtag nude url",0
4097,"@usuario ¿Te consta que por años no ha sido excluida la gente que no se sienten identificados como mujer o como hombre? No es un tema del siglo XXI, el primer caso de atleta intersexual en el deporte, del que se tiene registro fue en 1932. Y en ese momento ni se supo qué url",0
4098,"Jjaja ... espero que tú también aguantes y te rías cuando los epítetos lanzados a las mujeres  por el simple hecho de serlo te toquen a ti: ""maricón"", ""mal cogido"", ""histérico"", ""menopáusico"", ""visceral"", ""ninguna verga te acomoda"", ""pinche viejo"", ""estridente"", ""brujo"" y más. url",2
4099,Todas las actrices adelgazarán unos kilos al ir vestidas de negro a los Globos de Oro hashtag golden globes2018 el hashtag timesup es puro pretexto,1
4100,"@usuario @usuario pero me sumo al pensar. Apenas alguien sale con ""joto"", pienso menos de el/ella. No lo voy a callar, pero.. ugh.",0
4101,"Vaya, un sitio de comentario de ultra derecha confiesa que hubo un esfuerzo premeditado para CREAR la leyenda que las mujeres trans en los baños entramos a violar a mujeres Cis. 

Lo bueno es, opinan desde el ""no nos funcionó"". url",0
4102,"@usuario Ninguna medicina, tratamiento, cirugía, pastilla o inyección se desarrolló para la gente trans. TODO es para la gente Cis y nomás nosotras lo ocupamos.",0
4103,@usuario Me puedes criticar pero llamarme afeminado es tremenda falta de respeto. Como buen milenial no mides bye,2
4104,Malditos changos panameños hijos de puta ya andan de maricones!,2
4105,"@usuario no se, yo salí en público y siento que los que no dicen es por cómodos. Para ellos ser gay es ser menos y le temen. Me da rabia.",0
4106,"Que puto equipazo teníamos carajo

 emoji corazón azul emoji  emoji balón de fútbol emoji  url",1
4107,hashtag sucesos Transgénero encuentra el amor con quien la rechazó como hombre url,0
4108,"Te agradezco tu puñal en mi espalda también, y las marcas que dejaron.  emoji notas musicales emoji",1
4109,@usuario @usuario Pues yo no soy gay soy un hombre homosexual,0
4110,"@usuario Ah pero primero estabas mame y mame ""este la la a romper "" ""excelente trabajo de la directiva "" coman caca igual ches putitos villamelones.  emoji cara con ojos en blanco emoji",2
4111,Puta madre. Puta madre url,1
4112,Por el día del niño voy a pistear agua loca con frutsi.,1
4113,@usuario Mi psicóloga me dijo que soy bisexual.,0
4114,Drag Mommy  emoji medalla deportiva emoji  emoji fuegos artificiales emoji  emoji chispas emoji  en Santuario de Nuestra Señora de Guadalupe url,0
4115,"@usuario Y de los más jotos.
 emoji cara sonriendo con ojos de corazón emoji",0
4116,"@usuario cuando el líder de la iglesia dice que la gente Trans es ""peor que la bomba nuclear"" y ""el fin de la humanidad"", es agresivo",0
4117,"@usuario @usuario Visaje el suyo marica, ya sé ve peor que ya sabemos quien ...",2
4118,@usuario @usuario Vas y chingas a tu puta madre coge primas de cagada,1
4119,¿Es porque soy semi bisexual?  emoji cara con monóculo emoji,0
4120,@usuario @usuario Todxs somos oprimidxs de patriarcado. Hay que dejar de jugar carreritas a ver quién lo es más. Hay que desmantelarlo por el bien de la humanidad y punto. Y sí: los maricones también vivimos oprimidos.,0
4121,"¿Se acuerdan de nuestro argumento gay de ""si no te gusta el matrimonio homosexual, no te cases con alguien de tu mismo sexo""? Pues bien, amigays, ahora pueden aplicarlo en ""si no te gustan las relaciones abiertas, no tengas una"" y fin  emoji dedo índice hacia arriba tono de piel claro medio emoji  emoji cara de alivio emoji",0
4122,Ya que sean las putas 9!!! url,1
4123,Nunca superaré al maestro de inglés que se parece a @usuario out of drag  emoji cara llorando de risa emoji  emoji señal de aprobación con la mano emoji  url,0
4124,@usuario Callate el puto hocico cachetes de marrana flaca,1
4125,"Mucho ""apoyo"" LGBTHIJKLMN... de las empresas y no veo a trans o vestidas siendo contratadas, bueno solo en Zara que nunca le atino que son cuando l@usuario veo! hashtag posoye  emoji cara feliz con ojos sonrientes emoji",0
4126,@usuario Pale-locas,0
4127,@usuario @usuario Hola,1
4128,Ya no entiendo nada de esta vida url,1
4129,"Lenchas aquí viene varias opciones para sus regalos de navidad hashtag lenchos hashtag lgbt hashtag queer 
Cuerpo de mi Soledad: Poesía Lésbica 
( Para que te enamores y desamores) url",0
4130,Sabes que un hombre es gay cuando pone un playlist de Rocío Dúrcal.,2
4131,Pinche estupido marica wey quítate del aparato alv  emoji cara sin expresión emoji,2
4132,"@usuario Se apoya a todas las familias, no solo el modelo tradicional: también el de padres solteros, parejas homosexuales y divorciadS, url",0
4133,Caitlyn Jenner ya tiene novia transgénero url url,0
4134,@usuario Y donde encuentro a ese macho para mamarle la verga tan rica que tiene @usuario,0
4135,"RevoluciónNakedParty
Sábado 28 Noviembre
Preventa $120
Día de evento $150
Andate como quieras
Boxer
Disfraz temática del Party
Desnudo
Habrá venta de cerveza
6864382507
6864029022
Cupo limitado
Callejón Madero entre A y B
No mujeres,no trans
Hay reglas, pregunta por reglamento. url",0
4136,"Hacer contenidos es complejo. De a diario te preguntas ""¿de que voy a hablar hoy?""
A veces tienes ideas y anotas. Yo, me lleno de post-its.

Y en eso.. me pregunto como será para la gente TERFa trans odiante. Se despiertan.. un café y ""!UY ya sé como joderle la vida a alguien!""",0
4137,"Si Obama hubiera dicho ""a la chingada con la gente trans"", Trump estaría diciendo ""vamos a hacer toda una fuerza militar trans"". url",0
4138,ZS Afectados dos carriles en Eje 3 Ote. desde Mariquita Sánchez hasta Santa Ana al Norte. Alt. H. Escuela Naval Militar.,1
4139,"A mi CV le debo agregar ""intérprete traductor para shows drag"".  emoji chispas emoji  emoji corazón brillante emoji  

 emoji cámara con flash emoji : Con la fabulosa @usuario en la Conferencia Mundial de la @usuario 2022 en Long Beach emoji bandera estados unidos emoji  (6 de Mayo). url",0
4140,"@usuario solamente contestas las felicitaciones,  a mi nunca me has dado ni un puto rt.",1
4141,@usuario @usuario @usuario Tengo un mega pendiente de organizar una fecha en el parian con el señor don modelo trans y lobo más guapo del norte y del sur y del centro del país @usuario,0
4142,"Así es ser una mujer hashtag bisexual, contado en primera persona url",0
4143,Ahora si apuesta maricon @usuario  tu Milán volverá a llorar en octavos jaja,2
4144,"Para rematar, el atleta con 71 medallas olímpicas se está quejando de una mujer trans que quedó en sexto lugar de ser aventajada.

Le supero un hombre trans QUE NO SE HORMONA en competencia url",0
4145,Gordas  emoji cara con mascarilla médica emoji  en Mi Casa Que Es La Casa De Todos url,1
4146,@usuario @usuario @usuario @usuario @usuario Lo que dicen como locas para dormir es que los odian 17 url Por favor si Querétaro y América son hermanitos y los Xolos y el Santos cuál odio!! No inventen cuentos!!!,1
4147,@usuario @usuario Chingas a tu puta madre como ves pendejo perro asqueroso baboso hijo de mis mocos pinche chango pulgoso gonorriento.,1
4148,"Castings raros: hashtag selena gomez𓂺 protagonizara la película hashtag shadow of the mountain que es una biopic de hashtag silvia vásquez lavado, la montañista y activista contra la violencia sexual reconocida por haber sido la primera mujer abiertamente lesbiana en haber escalado las siete cumbres. url",0
4149,@usuario lo odio lo odio con toda mi alma que puto asco,1
4150,"La artista trans Lia García presentó su fanzine-poemario Hay algo de niña en mí, el día de hoy en el @usuario como parte del ciclo hashtag la palabra dicha 

No te pierdas nuestras siguientes actividades de hashtag escrituray diversidad sexual  emoji arcoíris emoji  url",0
4151,"ACTUALIZACIÓN: @usuario retira su participación del concierto y reitera su apoyo a colectivos Feministas, trans, LGBTTTIQ+ (¡Gracias, Mon!) url",0
4152,"Hay un muy triste BOOM en entrenadores acosadores y violadores en ligas femeniles.

Pero el ""save womens sport"" es.. esfuerzos para sacar a las SEIS atletas trans del deporte femenil.

""Salvemos el deporte femenil"", por medio de recalcar las mujeres somos menos que los hombres. url",0
4153,Vestida y alborotada,1
4154,@usuario ¿Putito te refieres a mi?,2
4155,¿Por qué la mayoría de los homosexuales tenemos fetiche por los pies? O.o url,0
4156,@usuario Eso es por que están locas,1
4157,"Hola qué tal, yo soy Travesti Pasiva de la CDMX y busco hombres activos para encuentro en algún hotel agradeceré mucho tú RT, no me escribas si no tienes foto real de tú rostro o bien, piensas que yo voy a pagar el hotel, gracias url",0
4158,"Si no traes un peinado de Gokú, entonces no eres lesbiana",2
4159,@usuario Mati.. ¡Ven a México! Anda. Aquí hay tremenda fiesta Trans. @usuario corrobora. Acaba de llegar.,0
4160,"""Hoy te he visto, con tus libros caminando"" 

hashtag pride hashtag pridemonth hashtag pride emoji arcoíris emoji  hashtag queer hashtag queerpride hashtag noticias en Televisa Chapultepec url",0
4161,"@usuario Lo de los deportes es fake y odio puro.

Al bloquear testosterona las mujeres trans somos quienes estamos en desventaja ya que pierdes toda tu masa muscular. La prueba es que no hay campeonas trans, ninguna es top 25 de ninguna categoría.",0
4162,"@usuario @usuario @usuario @usuario Y en persona, yo si muestro mi cara, y defiendo mis argumentos, no me escondo detrás de una imagen de Grinder  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  ¡AY JOTA! Ya deja de ser tan idiota y pon tu foto, queremos ver tu Drag.  emoji cara llorando de risa emoji",0
4163,En serio que los creadores de @usuario son unos putos genios.,1
4164,"Esta mañana salí súper triste de mi casa, por la carreras no pude darle un beso a uno de mis dos amores, y saben qué, perdí el vuelo, no llevaba el INE regresé a la casa y volví a besuquear a todos como loca! Intentaré llegar a mi destino hoy mismo  emoji cara sonriendo con corazones emoji 🫶🏼 emoji cara lanzando un beso emoji",1
4165,"&lt;&lt;Si este amor se vuelve latoso, has de saber que no conviene enamorarse de las locas, todas somos así &gt;&gt; Leonora Carrington",1
4166,"Mariquita mariquita, como niña siempre gritas",2
4167,"@usuario Yo, pero por que es mi trabajo. 

Entre influencers y medios la lista es larga. Tan que de hecho tengo una.. lista.

Ni hablar de gente trans que ve escenarios etc. Cámaras. Somos un buen.",0
4168,"Oigan. ¿Tienen un tema que quisieran que levante para mañana en Roja?

Tengo anotado hablar el tema de gente trans en competencias (deporte, belleza, etc.) y de BeatyGate en los iPhone.

Pero no se si les suene algo más",0
4169,"url
Soy un capricho el sueño D una noche loca,el beso nuevo D otra boca la fantasía D otra piel emoji marca de beso emoji  url",1
4170,"""Has cambiado"".   

""Lo sé, soy un transformer"".",1
4171,"5 palabras que jamas puedes confundir o relacionar: gay,puto,mayate,travesti y transexual.",0
4172,¿Qué busca un casado en una relación homosexual? @usuario te espera hoy en la última repetición de @usuario a las 2 pm por hashtag unicable hashtag feliz lunes hashtag minds3 x  emoji televisión emoji  emoji fuego emoji @usuario @usuario @usuario url,0
4173,"@usuario @usuario Me consta que si discriminan.

Su servicio con gente trans es no sólo deficiente, malatendido sino que además.. discriminatorio desde cómo se propone el tema trans como EXCLUSIÓN GENERAL.",0
4174,"1 Universo, 8 planetas, 204 países, 809 islas, 7 mares, 6,973,738,433 personas, ¡Y MAÑANA ES MI PUTO CENEVAL! :(",1
4175,Ya viene de regreso el Joto ese!  emoji cara de desaprobación emoji,0
4176,@usuario Ke lo aborden a el hijo de puta,1
4177,"Abrazo a mis amigos que son papás; heterosexuales, bisexuales, gays y transgénero. hashtag paternidad diversa hashtag dia del padre",0
4178,¡Mire! Una mujer transgénero camino a Brazil para recibir un utero vía trasplante  emoji cara sonriendo con corazones emoji  url,0
4179,"Así mismo. Gente:
""Está perfectamente bien que un hombre haga el papel de una mujer trans""

Misma gente:
¡BOND ES HOMBRE! NOS QUIEREN PONER MUJERES EN TODOS LADOS.",0
4180,hashtag vucetichmeteme Todos los de Veracruz son jotos! Jjaja,2
4181,@usuario Ay weeey,1
4182,"Que puta hueva y estrés, neta.",1
4183,"Cumpleañero! Muchísimas felicidades mariquita, celebra mucho. Te url",0
4184,Nunca había visto a tanto maricon reunido.,2
4185,"@usuario @usuario Ni preludio. Hay tanta gente que no se distingue entre Cis y trans.

No me sorprendería si en unas semanas sale a luz que ya algunas mujeres Cis les negaron x cosa por que pensaron eran trans, y así. Siemmmpre sucede. Siempre.",0
4186,"@usuario Y que chingados tiene que ver la secretaría que está loca encabeza con la mentada TAPO?

Gente corriente es la que nos gobierna.",1
4187,@usuario @usuario @usuario @usuario Jota es mi pastor.,0
4188,"Lo que da risa de este caso es que luego son hombres que acaban con mujeres que ejercieron su sexualidad bien sabroso esas que ellos llaman ""fácil"" o ""putas"" porque la vida no da muchas vueltas pero te ubica así que amigo  emoji copas brindando emoji salud emoji copas brindando emoji  porque la vida te va a ubicar y sabroso url",1
4189,"@usuario Según tu analista, ¿a los albañiles les gustan lesbianas?",0
4190,hashtag gym time y a cara lavada. Qué mas querés? Jjaja ;) vía hashtag instagram hashtag bis pal tw url,1
4191,Mañana llego a hashtag cdmx a qué hr comienza el ambiente en las cabinas y que cabinas recomiendan visitar cómo nena hashtag travesti para encontrar machos??? hashtag sexo hashtag anal hashtag oral hashtag travesti hashtag cabinas hashtag findesemana hashtag sabado hashtag domingo hashtag cdmx url,0
4192,@usuario por que salio libre el puto ??,2
4193,"emoji edificio clásico emoji hashtag cuenta publica2019  Sesiona hashtag comisión aseh que preside @usuario para recibir segundo informe de hashtag cuenta publica2019 de parte de hashtag armando roldán de @usuario

 emoji círculo rojo grande emoji  hashtag en vivo
 emoji teléfono móvil emoji hashtag periscope: url
 emoji televisión emoji hashtag youtube: url
 emoji ordenador portátil emoji hashtag facebook: url",1
4194,Jjaja recordé que te gustan los niños  emoji mono con la boca tapada emoji  emoji mono con los ojos tapados emoji  emoji cara con ojos cerrados y lengua fuera emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara llorando de risa emoji  emoji cara sonriendo con ojos de corazón emoji  emoji cara lanzando un beso emoji  emoji marca de beso emoji  creo que shi eres gay  emoji cara mareada emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara sonriendo con los ojos cerrados emoji  @usuario TQM hashtag lachicadeneza,0
4195,Que rico quitarle el calzocito al hashtag chacal url,0
4196,(Por que luego prepárense a ver la cara de los religiosos cuando caiga la noticia de la mujer trans que quiere abortar),0
4197,@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Aquí dos  emoji perro guía emoji  emoji perro de servicio emoji  con ganas de  emoji berenjena emoji  emoji gotas de sudor emoji  emoji melocotón emoji  url,0
4198,"@usuario No es como que los vatos digan: ""ah, es trans.. a esa no la acoso"".

De hecho en mis intentos de violacion uno en particular el pendejo (un taxista) lo dejaron pasar sin repercusiones por que ""es que a los travestis les gusta el sexo"".",0
4199,@usuario El mariconcito de Emilio atacó con alevosía y ventaja! Como buen joto!,2
4200,Ayer por primera vez tuve que decir que era lesbiana para q un vato castroso me dejara de molestar en el antro,0
4201,@usuario Gracias Mariquita! Te amo más  emoji corazón azul emoji,0
4202,"Divorciados y homosexuales, temas centrales en próximo Sínodo del Vaticano url url",0
4203,".@usuario y el @usuario presentan del Protocolo Trans para las hashtag elecciones2018⁠, el objetivo es adoptar medidas tendientes a garantizar a las personas hashtag trans el ejercicio del voto en igualdad de condiciones y sin discriminación. url",0
4204,Mañana hashtag jueves de chicas homosensuales estrenamos el primer Photo Shoot Editorial dirigido por @usuario ¡LESBIANAS! url,0
4205,Esta el joto que siempre se me queda viendo 🤦 emoji tono de piel claro emoji ‍,2
4206,"Yo aquí tomando cafecito de media tarde, ustedes qué tal, ya les dieron permiso y los perdonaron los fanáticos religiosos por ser homosexuales pecadores?",0
4207,"Siii! ¿Puedes creer tengo a chingos de amigas modelos trans que me dicen que ""no pueden decir son trans en público""? 
Pfff url",0
4208,"@usuario Además, Ursula es un papel que solo una drag queen podría hacer con propiedad.",0
4209,"@usuario Creo que leíste mal. Decía qué hay feministas que insisten las TERF no existen, no que las mujeres trans no existen.

Y acerca de los coloquios, luego que me bajaran de dos eventos feministas por no ""nacer mujer"", pos 🤷 emoji tono de piel claro medio emoji ‍",0
4210,@usuario sígueme joto,0
4211,@usuario Yo seré la prima lencha que te ayuda,0
4212,@usuario @usuario Animales trans. LISTOS.. EXPLICADO.,0
4213,@usuario @usuario sordeate compadre el gallito feliz será gay pero lo hice por amor  emoji cara guiñando el ojo emoji @usuario,0
4214,"@usuario @usuario Mis respetos a las mujeres trans que trabajan en producciones en tele/cine/teatro con gente que no es de la diversidad.

Siempre se les salen cosas que te dejan  emoji cara con ojos en blanco emoji  emoji cara con ojos en blanco emoji  emoji cara con ojos en blanco emoji",0
4215,"@usuario hoy es viernes de vestidas, no?",0
4216,Entonces las frozens sí son lesbianas?,0
4217,"¿Ubican como hay bandera lésbica, bandera bi, bandera trans, bandera intersexual, y demás?

Acá la bandera Gay. url",0
4218,Gran díurl de esta manera hashtag elliot page anuncia que es un chico trans y que está totalmente feliz. Actualmente se prepara para la 3ª temporada de hashtag the umbrella academy. Todo el amor a hashtag elliot page url,0
4219,"Puras, putas, malas ideas!!",1
4220,Ya me salio lo donald trump  emoji cara haciendo una mueca emoji  emoji cara haciendo una mueca emoji  emoji cara haciendo una mueca emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji manos levantadas celebrando emoji  emoji manos levantadas celebrando emoji Ah Raza loca url,1
4221,"Listo el calendario del AP22  emoji calendario de espiral emoji 
@usuario 

¡Juntos por el BI!  emoji puño cerrado emoji  emoji fuego emoji  emoji trofeo emoji 

hashtag la historia continúa  emoji círculo amarillo emoji  emoji círculo rojo grande emoji  url",1
4222,"En fin. ¿Saben que? Está OK tener a una mujer trans en los medios. Así sea la MÁS ""hombre en peluca"". Haré pacto simbólico. Hay mujeres trans que no pasan y pues chan chan, se les da su lugar.

Traigo el tema a flor de piel, disculpen dar lata en la mañana url",0
4223,"Me moveré hasta provocarte tu mejor orgasmo.
hashtag cool hashtag paradise hashtag paraiso hashtag bosque hashtag jardin hashtag gay url",0
4224,Gracias a Uds que aguantan a esta loquita!!!  emoji cara saboreando comida emoji  emoji cara con manos abrazando emoji  url,1
4225,Bi@usuario a hashtag zacatecas @usuario esperemos que su visita sea placentera y benéfica para los hashtag zacatecanos,1
4226,Hoy volví a ver a la chica trans de la uni y me aseguré de devolverle una sonrisa. A veces me dan ganas de decirle que todo estará mejor pero no nos conocemos.,0
4227,@usuario Amor yo t doy besitos para q ya no chilles q maricon eres babe,2
4228,"emoji estrella brillante emoji Empezando otro lunes con todo emoji estrella brillante emoji  
hashtag sissy hashtag sissygay hashtag sissyboy hashtag gay hashtag gaycuu hashtag cuu hashtag cuugay hashtag gayboy hashtag travesti hashtag travestiputita hashtag crossdresser hashtag gaymex hashtag gayporn hashtag pornogay hashtag gaysex hashtag cuteboy hashtag cutetrap hashtag trapboy hashtag trapgay hashtag yaoi hashtag hentai hashtag femboy url",0
4229,"@usuario quizás LGB, con eso que les choca que se aparezca una concursante trans.",0
4230,@usuario de acuerdo. En lo trans lo veo tan.. pero TAN presente. Da mucho que pensar.,0
4231,"La gente que anda gritando ""orgullo hetero"" en redes, por supuesto que estaría OK con las parejas hombre trans - mujer trans. ¿Correcto? 

Son Hétero. url",0
4232,"hashtag que les parece si chicos, chicas, gays, url les parece si por se olvidan de politica, lleguen a su casa y abracen a su novio, novia, gato, perro lo que tengan y sean felices",0
4233,"Nomás me asomo para decir que la castración química que ahorita veo andan debatiendo = bloquear testosterona (por ejemplo, con androcur).

O sea, como cualquier mujer trans que esté en tratamiento hormonal.",0
4234,"@usuario @usuario Si te fijas, el alboroto no lo pedí yo. Puse dos tuits y la banda se ENLOQUECIÓ con la soez propuesta que una mujer trans fuera.. mujer.

Procedieron a armar tremendo debate de mi y de mis genitales.

Y ahora estoy en los noticieros. Justo. Por un café.

url",0
4235,@usuario @usuario hashtag pluma hidalgo @usuario hashtag municipio 71 hashtag inegi hashtag oaxaca faltan 71 hashtag días para Festividad hashtag san gerónimo; Actuales circunstancias hashtag el dorado qué es en el imaginario hashtag republicano hashtag toro ferrer y hashtag litigio en hashtag club privado con hashtag políticos? url url,1
4236,@usuario Ya casi vamos a cumplir 100 años desde la primera persona trans reconocida por el gobierno mexicano. Y seguimos hablando de esto como nuevo.,0
4237,"No, la discriminación es a las personas: ""moto"", ""joto"", ""retardado"", ""indio"", ""naco"". ¿Me explico? url",0
4238,@usuario Antes les decían la Margaritas del Atlas hoy son LAS MARIQUITAS LIMOSNA PUNTOS!!!,2
4239,@usuario @usuario @usuario @usuario Nel será mi mayate! url,0
4240,"@usuario No era url
era H O M O S E T Z U A L !!  emoji dedo índice hacia arriba tono de piel claro emoji  emoji cara de alivio emoji",0
4241,"En el Siglo 21 y gobernantes que se promocionan, ocurren situaciones inverosímiles. 

Policía detiene a mujer trans; la obligan a raparse y 'vestirse como hombre' url",0
4242,Si ven a un homosexual a toda velocidad en su bici escuchando hashtag august tronando la bocina me saludan. url,0
4243,"Si les dijera la cantidad de ""chicos gay"" que me escriben tomos de como quisieran transicionar, pero que a sus novios no les gustaría

Cada quien hace lo que quiere con su cuerpo, y transicionar nunca es ""a huevo"". Es más, hay bonitos modos cuir de vivir.

Pero todo esto me da :/",0
4244,"Autentico hashtag doble crema hashtag artesanal
hashtag celular99973799 
hashtag calle50num317por39y41 
hashtag colonia benito juarez norte 
hashtag entregamosadomicilioenmeridayucatanmexico 
hashtag quesosdetabasco 
@usuario en url",1
4245,Que puto notición me llego,1
4246,@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Hasta que.. url,1
4247,"@usuario @usuario @usuario Los amo, y así.",1
4248,@usuario EL TRABAJO TRANS ES TRABAJO,0
4249,Me partieron toda la puta madre con el mes de marzo. url,1
4250,@usuario Así anda Twitter muy RARITO,0
4251,"@usuario @usuario Preguntarle mejor al maricón de Miguel Ángel Mancera, el la término.",2
4252,hashtag mau felicita a @usuario @usuario que mañana es la rumba loca  emoji tarta de cumpleaños emoji  emoji mujer bailando emoji  @usuario @usuario para que vayan de  emoji lobo emoji  x39,0
